Player,Nation,Team,Position,Age,Matches played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,Expected Goals,Expedted Assist Goals,Progressive Carries in Progression,Progressive Passes in Progression,Progressive Passes Received in Progression,Goals Scored per 90 minutes,Assists per 90 minutes,Expected Goals per 90 minutes,Expected Assists Goals per 90 minutes,Goals Against per 90 minutes,Save Percentage,Clean Sheets Percentage,Penalty Save Percentage,Percentage of shots that are on target,Shots on target per 90 minutes,Goals per shot,Average Shot Distance,Passes Completed,Pass Completion Percentage,Total Passing Distance,Passes Completion Percentage (Short),Passes Completion Percentage (Medium),Passes Completion Percentage (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes in Expected,Shot-Creating Actions,Shot-Creating Actions per 90 minutes,Goal-Creating Actions,Goal-Creating Actions per 90 minutes,Tackles,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocks,Shots Blocked,Passes Blocked,Interceptions,Touches,Touches(Defensive Penalty Area),Touches(Defensive Third),Touches(Mid Third),Touches(Attacking Third),Touches(Attacking Penalty Area),Take-Ons Attempted(Take-Ons),Percentage of Take-Ons Completed Successfully,Tackled During Take-Ons Percentage,Carries,Progressive Carrying Distance,Progressive Carries in Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received in Receiving,Fouls Committed,Fouls Drawn,Offsides,Crosses,Ball Recoveries,Aerials Won,Aerials Lost,Aerials Won Percentage
Ryan Christie,SCO,Bournemouth,MF,30-069,29,27,"2,117",2,3,9,0,1.8,3.5,34,137,44,0.09,0.13,0.08,0.15,N/a,N/a,N/a,N/a,36.4,0.51,0.06,19.6,837,79.3,14882,88.2,87.9,48.8,41,118,33,5,137,85,3.62,9,0.38,54,33,64,37,44,11,33,30,1376,74,256,773,372,46,48,47.9,45.8,726,1773,34,40,8,44,25,777,44,43,31,1,48,182,20,28,41.7
Ryan Fraser,SCO,Southampton,"FW,DF",31-067,8,4,306,0,0,0,1,0.0,0.1,10,8,18,0.00,0.00,0.01,0.03,N/a,N/a,N/a,N/a,100.0,0.29,0.00,31.6,77,74.8,1121,93.5,70.0,30.0,2,3,1,0,8,5,1.47,0,0.00,6,2,6,2,1,1,0,1,131,12,45,50,37,3,3,66.7,33.3,74,252,10,5,2,4,2,94,18,1,4,1,12,10,2,3,40.0
Ryan Gravenberch,NED,Liverpool,MF,22-351,34,34,"2,921",0,4,5,0,1.0,2.9,65,168,54,0.00,0.12,0.03,0.09,N/a,N/a,N/a,N/a,27.8,0.15,0.00,24.7,1595,88.9,23774,92.5,91.7,60.8,25,140,32,1,168,65,2.00,6,0.18,65,34,51,21,34,10,24,57,2176,104,446,1274,485,23,75,48.0,37.3,1286,3408,65,71,9,48,21,1548,54,42,46,0,6,182,26,14,65.0
Ryan Manning,IRL,Southampton,"DF,MF",28-322,22,17,"1,369",0,1,2,0,0.3,3.0,13,32,70,0.00,0.07,0.02,0.20,N/a,N/a,N/a,N/a,14.3,0.07,0.00,20.8,572,78.1,9545,92.4,81.3,45.0,30,26,11,8,32,45,2.96,3,0.20,28,17,26,12,19,11,8,16,884,67,237,360,296,21,33,33.3,42.4,446,887,13,13,4,17,5,528,70,19,30,0,77,62,13,5,72.2
Ryan Sessegnon,ENG,Fulham,"FW,DF",24-349,12,5,414,4,2,0,0,1.6,0.9,12,14,47,0.87,0.43,0.34,0.19,N/a,N/a,N/a,N/a,53.8,1.52,0.31,12.6,108,74.5,1543,84.5,68.3,55.6,9,7,3,1,14,15,3.25,3,0.65,19,10,13,8,9,0,9,2,230,10,51,79,105,35,14,35.7,50.0,116,392,12,8,8,13,6,134,47,14,4,1,13,20,7,9,43.8
Ryan Yates,ENG,Nott'ham Forest,MF,27-162,31,18,"1,859",2,1,9,0,2.3,1.1,17,48,14,0.10,0.05,0.11,0.06,N/a,N/a,N/a,N/a,28.1,0.44,0.06,19.2,588,81.7,8727,87.8,85.8,57.4,17,47,4,0,48,35,1.69,3,0.15,41,21,37,20,35,9,26,26,993,75,262,485,256,40,18,50.0,27.8,407,879,17,18,1,23,18,523,14,52,48,6,5,93,43,30,58.9
Rúben Dias,POR,Manchester City,DF,27-353,23,21,"1,911",0,0,4,0,1.4,0.3,34,120,6,0.00,0.00,0.07,0.01,N/a,N/a,N/a,N/a,29.4,0.24,0.00,18.4,1852,93.3,31998,96.9,96.2,66.4,5,178,5,0,120,22,1.04,1,0.05,15,9,9,3,17,14,3,18,2133,188,711,1175,251,22,3,66.7,33.3,1524,5097,34,53,1,6,1,1738,6,11,8,0,3,65,30,29,50.8
Sam Johnstone,ENG,Wolves,GK,32-038,7,7,630,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,2.43,61.5,0.0,0.0,N/a,0.00,N/a,N/a,184,66.2,5548,96.9,97.6,45.0,1,6,0,0,0,2,0.29,0,0.00,0,0,1,1,0,0,0,0,306,229,304,2,0,0,0,N/a,N/a,196,756,0,0,0,0,0,179,0,0,0,0,0,9,4,0,100.0
Sam Morsy,EGY,Ipswich Town,MF,33-234,29,27,"2,419",1,1,9,0,0.3,0.8,14,103,9,0.04,0.04,0.01,0.03,N/a,N/a,N/a,N/a,22.2,0.07,0.11,26.3,1083,86.3,17344,93.3,91.5,57.5,18,127,13,2,103,39,1.45,2,0.07,60,34,56,31,32,13,19,28,1468,85,439,834,209,4,20,60.0,30.0,750,1715,14,20,2,15,10,982,9,44,23,0,12,138,16,23,41.0
Sammie Szmodics,IRL,Ipswich Town,"FW,MF",29-220,19,13,979,4,0,2,0,3.4,0.2,16,18,46,0.37,0.00,0.31,0.02,N/a,N/a,N/a,N/a,57.1,1.10,0.19,14.0,144,74.2,2402,87.0,84.4,51.7,4,10,4,1,18,9,0.83,0,0.00,15,9,23,17,10,2,8,6,309,17,80,119,116,33,12,33.3,50.0,174,399,16,8,7,24,17,189,46,9,8,8,13,41,6,11,35.3
Sander Berge,NOR,Fulham,MF,27-077,27,23,"2,017",0,0,4,0,0.2,0.6,27,110,8,0.00,0.00,0.01,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,7.6,985,91.3,17541,91.6,94.4,84.0,17,104,4,0,110,41,1.83,2,0.09,48,28,37,12,26,8,18,20,1255,75,345,720,196,13,20,55.0,30.0,734,1794,27,22,2,11,15,809,8,27,8,0,3,116,25,20,55.6
Sandro Tonali,ITA,Newcastle Utd,MF,24-359,32,24,"2,270",3,2,5,0,3.6,1.4,33,113,47,0.12,0.08,0.14,0.05,N/a,N/a,N/a,N/a,32.3,0.40,0.10,19.5,1090,83.7,17149,89.8,87.0,61.0,20,87,25,4,113,60,2.38,8,0.32,46,29,43,22,30,10,20,30,1556,60,357,860,365,40,35,54.3,37.1,839,1959,33,33,5,25,23,1076,47,36,40,2,30,162,12,11,52.2
Santiago Bueno,URU,Wolves,DF,26-174,27,18,"1,678",0,0,2,0,0.4,0.0,1,28,1,0.00,0.00,0.02,0.00,N/a,N/a,N/a,N/a,50.0,0.16,0.00,14.0,730,88.2,13408,92.4,94.0,56.7,0,24,2,0,28,12,0.64,4,0.21,40,21,22,5,35,20,15,15,1008,168,510,480,21,6,4,0.0,100.0,547,1429,1,2,0,2,2,650,1,26,5,0,0,43,34,31,52.3
Saša Lukić,SRB,Fulham,MF,28-262,27,25,"2,079",0,2,12,0,1.0,2.6,37,87,29,0.00,0.09,0.04,0.11,N/a,N/a,N/a,N/a,13.3,0.09,0.00,20.9,991,87.8,16673,92.2,92.3,69.2,23,93,14,5,87,50,2.17,3,0.13,62,36,49,30,17,7,10,25,1340,49,290,766,297,15,17,47.1,29.4,749,2013,37,37,4,20,7,861,29,58,25,0,53,103,18,23,43.9
Sean Longstaff,ENG,Newcastle Utd,MF,27-184,24,8,797,0,0,2,0,0.6,0.2,4,40,22,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.11,0.00,13.5,294,84.5,4403,87.0,92.5,68.2,4,26,1,0,40,14,1.58,2,0.23,27,16,27,9,17,5,12,7,433,23,122,193,121,21,7,28.6,57.1,248,429,4,10,2,9,7,308,22,9,6,0,5,31,7,7,50.0
Sepp van den Berg,NED,Brentford,DF,23-133,27,25,"2,226",0,0,2,0,1.7,0.2,9,68,27,0.00,0.00,0.07,0.01,N/a,N/a,N/a,N/a,33.3,0.20,0.00,10.7,914,84.2,15710,87.4,88.6,62.8,4,56,3,1,68,20,0.81,2,0.08,35,22,25,9,48,34,14,20,1376,239,697,524,158,41,7,57.1,42.9,610,1563,9,9,1,14,7,774,27,19,5,1,7,82,83,64,56.5
Sergio Reguilón,ESP,Tottenham,DF,28-137,3,0,123,0,0,2,0,0.1,0.0,4,12,10,0.00,0.00,0.05,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,5.4,73,69.5,1144,75.0,76.6,33.3,1,11,2,1,12,1,0.73,0,0.00,4,3,3,1,4,0,4,2,121,2,28,61,33,3,4,50.0,0.0,64,180,4,2,1,1,1,74,10,2,5,0,10,9,5,2,71.4
Simon Adingra,CIV,Brighton,"FW,MF",23-121,25,9,888,2,1,0,0,2.2,1.8,35,14,114,0.20,0.10,0.22,0.18,N/a,N/a,N/a,N/a,28.0,0.71,0.08,16.2,232,74.8,3398,86.1,73.4,53.8,13,5,12,5,14,38,3.86,7,0.71,21,13,21,12,11,0,11,8,457,6,59,142,261,62,46,43.5,56.5,301,968,35,17,19,33,10,316,114,10,2,2,34,38,5,3,62.5
Solly March,ENG,Brighton,"FW,MF",30-286,8,1,168,0,0,2,0,0.1,0.3,5,2,20,0.00,0.00,0.05,0.15,N/a,N/a,N/a,N/a,0.0,0.00,0.00,22.5,60,63.2,990,87.5,57.1,38.9,3,2,4,4,2,7,3.77,2,1.08,6,3,8,3,3,0,3,2,118,3,12,33,73,7,4,25.0,75.0,57,167,5,2,3,3,1,67,20,2,2,3,20,7,1,2,33.3
Son Heung-min,KOR,Tottenham,FW,32-298,28,23,"2,004",7,9,1,0,7.0,8.2,87,104,259,0.31,0.40,0.31,0.37,N/a,N/a,N/a,N/a,45.3,1.08,0.11,17.0,703,79.0,9833,89.7,80.0,48.0,50,36,51,6,104,116,5.21,15,0.67,17,9,23,18,10,0,10,5,1093,15,110,347,646,117,82,35.4,48.8,732,2334,87,45,40,25,29,837,259,5,28,11,75,81,6,11,35.3
Stefan Ortega,GER,Manchester City,GK,32-177,13,12,"1,100",0,0,1,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.47,68.0,25.0,0.0,N/a,0.00,N/a,N/a,373,81.3,8327,97.1,96.9,51.3,0,6,0,0,0,0,0.00,0,0.00,0,0,1,1,0,0,0,0,492,383,489,3,0,0,0,N/a,N/a,323,864,0,0,0,0,0,309,0,1,2,0,0,8,2,0,100.0
Stephy Mavididi,ENG,Leicester City,FW,26-336,30,16,"1,615",4,1,2,0,1.8,2.6,91,57,138,0.22,0.06,0.10,0.15,N/a,N/a,N/a,N/a,26.9,0.39,0.15,16.1,460,75.0,6191,91.1,67.4,41.9,22,32,26,7,57,50,2.78,7,0.39,34,19,42,28,26,2,24,11,863,23,132,327,421,61,95,36.8,49.5,583,2355,91,40,27,39,35,623,138,18,18,3,69,83,9,15,37.5
Sven Botman,NED,Newcastle Utd,DF,25-110,4,3,232,0,0,1,0,0.0,0.0,0,3,0,0.00,0.00,0.01,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,11.7,119,88.1,2026,85.1,98.1,70.0,0,9,0,0,3,0,0.00,0,0.00,6,4,3,1,2,1,1,4,165,24,67,93,6,5,3,33.3,33.3,85,178,0,1,0,1,1,107,0,4,2,0,0,8,11,6,64.7
Sávio,BRA,Manchester City,"FW,MF",21-022,27,21,"1,734",1,8,3,0,4.9,6.8,133,66,239,0.05,0.42,0.25,0.35,N/a,N/a,N/a,N/a,38.9,1.09,0.02,17.7,676,80.9,10078,89.8,80.1,57.4,44,19,47,8,66,107,5.55,15,0.78,22,16,18,9,13,2,11,6,1071,14,55,281,754,149,111,45.9,35.1,766,3494,133,44,73,42,37,834,239,17,27,3,81,79,1,2,33.3
Séamus Coleman,IRL,Everton,DF,36-203,3,2,197,0,0,1,0,0.6,0.0,1,8,2,0.00,0.00,0.26,0.00,N/a,N/a,N/a,N/a,100.0,0.46,0.00,10.5,57,72.2,1046,93.1,77.4,37.5,0,6,0,0,8,2,0.91,1,0.46,2,1,3,1,5,3,2,1,100,11,39,43,19,2,5,80.0,20.0,43,109,1,1,0,1,1,51,2,0,1,0,3,7,1,1,50.0
Taiwo Awoniyi,NGA,Nott'ham Forest,FW,27-263,25,3,408,1,0,0,0,2.1,0.1,6,7,21,0.22,0.00,0.47,0.02,N/a,N/a,N/a,N/a,40.0,0.88,0.10,12.6,61,64.2,705,72.4,56.0,20.0,2,5,2,0,7,9,1.98,1,0.22,6,3,5,1,1,0,1,0,166,5,16,77,74,21,9,44.4,55.6,90,183,6,5,2,20,19,114,21,8,10,1,2,18,13,38,25.5
Tariq Lamptey,GHA,Brighton,DF,24-214,13,9,765,2,2,0,0,0.4,0.8,25,12,40,0.24,0.24,0.05,0.09,N/a,N/a,N/a,N/a,33.3,0.24,0.33,18.5,314,82.4,4884,93.4,80.0,51.4,5,11,5,4,12,15,1.76,3,0.35,14,10,22,15,12,5,7,6,489,25,147,208,137,9,27,33.3,55.6,267,893,25,13,2,9,4,276,40,12,10,0,24,35,1,12,7.7
Taylor Harwood-Bellis,ENG,Southampton,DF,23-092,31,29,"2,564",1,0,8,0,1.7,1.0,28,116,9,0.04,0.00,0.06,0.03,N/a,N/a,N/a,N/a,36.8,0.25,0.05,10.6,1742,88.0,32312,93.0,92.0,64.2,14,168,9,0,116,36,1.26,2,0.07,27,19,33,14,59,37,22,30,2268,306,1054,1051,172,38,3,100.0,0.0,1303,3584,28,27,0,15,5,1640,9,32,13,0,9,115,52,40,56.5
Thiago,BRA,Brentford,FW,23-310,4,1,132,0,0,0,0,0.1,0.1,3,2,4,0.00,0.00,0.07,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,14.7,28,71.8,428,70.0,75.0,75.0,2,1,1,0,2,2,1.36,0,0.00,2,2,1,1,0,0,0,2,56,6,11,23,23,2,3,66.7,33.3,34,42,3,2,1,5,1,35,4,3,3,1,1,9,4,3,57.1
Thomas Partey,GHA,Arsenal,"MF,DF",31-323,31,27,"2,437",4,2,4,0,2.0,1.9,31,165,45,0.15,0.07,0.07,0.07,N/a,N/a,N/a,N/a,30.4,0.26,0.17,19.5,1486,87.7,23752,93.0,89.0,67.2,17,146,33,2,165,56,2.07,13,0.48,79,48,68,25,23,7,16,32,1928,64,401,1061,477,27,30,66.7,26.7,1087,3091,31,36,3,20,14,1373,45,39,27,1,12,120,26,21,55.3
Tim Iroegbunam,ENG,Everton,MF,21-306,16,5,566,0,1,4,0,0.2,0.2,8,14,9,0.00,0.16,0.04,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,22.5,109,72.7,1830,73.1,84.0,68.4,3,10,1,0,14,10,1.59,1,0.16,27,13,22,8,16,4,12,15,255,21,80,122,59,12,20,40.0,40.0,121,360,8,10,2,10,18,110,9,15,11,0,1,47,9,4,69.2
Timo Werner,GER,Tottenham,"FW,MF",29-057,18,4,516,0,3,0,0,1.0,2.5,42,30,89,0.00,0.52,0.17,0.44,N/a,N/a,N/a,N/a,37.5,0.52,0.00,18.2,158,66.9,2383,82.5,70.9,38.9,10,3,15,2,30,18,3.13,3,0.52,6,4,13,10,10,1,9,1,298,8,24,78,203,33,19,52.6,42.1,215,1062,42,24,18,14,6,227,89,3,5,5,28,18,0,1,0.0
Timothy Castagne,BEL,Fulham,DF,29-148,23,17,"1,625",0,1,1,0,0.4,1.2,17,61,67,0.00,0.06,0.02,0.07,N/a,N/a,N/a,N/a,37.5,0.17,0.00,14.0,768,81.8,12239,89.9,85.8,49.3,9,51,5,3,61,25,1.38,3,0.17,46,29,45,19,15,6,9,22,1149,91,444,458,253,32,12,41.7,41.7,542,1043,17,15,2,15,5,657,67,15,6,1,37,55,34,35,49.3
Toby Collyer,ENG,Manchester Utd,MF,21-119,6,0,179,0,0,0,0,0.2,0.3,0,5,2,0.00,0.00,0.09,0.13,N/a,N/a,N/a,N/a,0.0,0.00,0.00,6.2,76,82.6,1127,86.0,86.5,75.0,2,3,1,0,5,5,2.50,0,0.00,12,9,6,1,2,1,1,2,129,9,46,59,25,3,2,50.0,50.0,68,56,0,0,0,11,1,71,2,2,4,0,0,17,3,1,75.0
Tom Cairney,SCO,Fulham,MF,34-102,22,2,494,1,0,3,1,0.2,1.0,14,47,29,0.18,0.00,0.04,0.17,N/a,N/a,N/a,N/a,40.0,0.36,0.20,23.3,482,90.4,7576,93.4,93.3,74.4,10,46,7,3,47,28,5.08,3,0.54,11,5,7,3,5,1,4,4,576,6,83,305,196,12,12,33.3,33.3,385,884,14,15,4,5,4,468,29,8,17,0,17,44,4,8,33.3
Tommy Doyle,ENG,Wolves,MF,23-197,24,3,488,0,1,1,0,0.6,0.5,6,40,4,0.00,0.18,0.10,0.09,N/a,N/a,N/a,N/a,22.2,0.37,0.00,24.5,321,81.9,6591,94.1,89.0,65.6,7,44,3,0,40,17,3.13,3,0.55,11,6,15,9,11,5,6,5,463,22,128,258,80,4,9,55.6,11.1,260,578,6,3,0,9,4,303,4,5,5,0,15,43,1,6,14.3
Tomáš Souček,CZE,West Ham,MF,30-064,31,26,"2,251",8,1,8,0,5.9,1.0,6,68,62,0.32,0.04,0.24,0.04,N/a,N/a,N/a,N/a,28.0,0.56,0.16,11.2,623,73.8,10461,79.1,76.9,69.8,14,58,8,1,68,43,1.72,3,0.12,40,19,37,17,34,17,17,18,1115,110,309,544,266,96,11,54.5,45.5,433,456,6,10,3,17,10,666,62,41,24,4,11,52,90,65,58.1
Tosin Adarabioyo,ENG,Chelsea,DF,27-220,20,13,"1,229",1,1,3,0,0.9,0.2,5,37,1,0.07,0.07,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.15,0.08,12.5,988,91.4,18105,95.7,94.9,61.1,1,53,1,0,37,12,0.88,1,0.07,14,10,12,4,9,7,2,10,1198,160,570,603,26,13,5,80.0,0.0,713,1690,5,2,0,3,0,916,1,8,6,1,0,34,36,26,58.1
Toti Gomes,POR,Wolves,DF,26-106,27,26,"2,254",0,1,6,0,0.7,0.9,21,67,13,0.00,0.04,0.03,0.04,N/a,N/a,N/a,N/a,28.6,0.08,0.00,11.6,1230,85.2,20629,91.6,92.1,50.0,9,71,5,3,67,20,0.80,1,0.04,51,37,35,7,27,17,10,22,1713,198,810,830,92,15,26,65.4,26.9,993,2590,21,18,0,16,13,1163,13,22,14,4,12,95,47,24,66.2
Trent Alexander-Arnold,ENG,Liverpool,DF,26-207,30,27,"2,240",3,6,5,0,1.8,6.7,49,211,87,0.12,0.24,0.07,0.27,N/a,N/a,N/a,N/a,19.0,0.32,0.07,23.5,1357,73.6,26053,89.8,76.1,49.3,50,192,62,20,211,93,3.73,10,0.40,70,49,101,53,25,8,17,30,2111,85,565,942,618,42,31,45.2,48.4,1109,2732,49,35,8,19,15,1342,87,11,7,1,142,126,3,13,18.8
Trevoh Chalobah,ENG,Chelsea,DF,25-301,11,9,746,0,1,1,0,0.7,1.2,4,34,2,0.00,0.12,0.09,0.14,N/a,N/a,N/a,N/a,33.3,0.24,0.00,10.8,533,90.2,9186,94.8,94.8,56.7,3,37,3,0,34,12,1.45,3,0.36,7,4,6,1,4,2,2,7,668,55,279,340,54,11,3,33.3,0.0,374,696,4,2,0,3,2,501,2,6,5,0,3,25,22,10,68.8
Trevoh Chalobah,ENG,Crystal Palace,DF,25-301,12,12,"1,060",3,0,1,0,1.2,0.4,11,34,6,0.25,0.00,0.10,0.03,N/a,N/a,N/a,N/a,36.4,0.34,0.27,15.1,349,79.0,6831,88.7,85.2,51.2,4,27,2,1,34,11,0.93,0,0.00,20,16,23,11,19,9,10,19,594,66,275,276,51,14,10,60.0,20.0,278,661,11,9,1,4,7,317,6,10,15,1,7,56,22,19,53.7
Tyler Adams,USA,Bournemouth,MF,26-077,24,17,"1,620",0,3,7,0,1.6,0.9,12,61,9,0.00,0.17,0.09,0.05,N/a,N/a,N/a,N/a,25.0,0.11,0.00,16.1,702,82.9,10949,88.2,87.1,55.8,15,53,2,1,61,36,2.00,4,0.22,75,46,63,28,33,10,23,31,1091,52,291,623,189,17,16,18.8,56.3,513,1080,12,17,1,27,12,583,9,41,19,0,3,96,29,17,63.0
Tyler Dibling,ENG,Southampton,"FW,MF",19-051,30,18,"1,697",2,0,6,0,2.5,1.5,67,60,90,0.11,0.00,0.13,0.08,N/a,N/a,N/a,N/a,32.1,0.48,0.07,19.3,462,80.8,6935,90.2,85.1,44.4,20,25,20,1,60,55,2.92,4,0.21,34,20,26,10,19,5,14,8,807,24,106,369,351,40,103,42.7,36.9,520,2096,67,47,26,41,53,604,90,28,48,2,27,74,10,21,32.3
Tyrell Malacia,NED,Manchester Utd,DF,25-258,3,2,100,0,0,1,0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.03,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,49,89.1,642,93.9,92.9,100.0,1,7,1,0,3,2,1.80,0,0.00,2,1,2,1,0,0,0,1,62,2,20,27,15,0,1,100.0,0.0,37,118,3,2,0,1,2,43,6,3,2,0,1,3,0,0,N/a
Tyrick Mitchell,ENG,Crystal Palace,DF,25-243,34,34,"2,852",0,4,2,0,1.2,5.6,56,62,160,0.00,0.13,0.04,0.18,N/a,N/a,N/a,N/a,18.2,0.06,0.00,13.4,904,72.2,14514,84.3,74.5,42.3,37,45,31,14,62,66,2.08,5,0.16,85,52,41,20,62,12,50,14,1614,104,560,615,452,42,31,41.9,48.4,742,1555,56,33,9,35,28,827,160,20,22,2,97,152,18,21,46.2
Tyrique George,ENG,Chelsea,FW,19-087,7,0,103,1,1,1,0,0.2,0.7,9,2,18,0.87,0.87,0.17,0.63,N/a,N/a,N/a,N/a,33.3,0.87,0.33,15.0,38,82.6,494,91.3,82.4,0.0,5,0,1,0,2,6,5.24,1,0.87,2,0,3,1,0,0,0,1,56,1,10,14,33,8,4,75.0,25.0,38,208,9,1,5,1,0,44,18,2,0,1,3,3,0,3,0.0
Tyrone Mings,ENG,Aston Villa,DF,32-050,13,11,"1,051",0,0,1,0,0.8,0.2,6,39,0,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,11.1,0.09,0.00,11.8,581,88.6,10405,92.7,94.3,54.0,3,47,5,0,39,17,1.45,2,0.17,6,5,2,0,13,11,2,7,767,139,388,340,43,15,2,100.0,0.0,472,1333,6,12,0,3,1,523,0,3,9,0,1,33,26,21,55.3
Valentino Livramento,ENG,Newcastle Utd,DF,22-171,33,28,"2,480",0,1,1,0,0.2,2.3,72,136,91,0.00,0.04,0.01,0.08,N/a,N/a,N/a,N/a,20.0,0.04,0.00,20.6,1228,85.0,18159,90.7,86.3,56.4,21,94,23,5,136,39,1.42,2,0.07,50,33,54,25,33,10,23,21,1728,105,553,796,404,32,48,43.8,41.7,900,2878,72,37,11,25,34,994,91,6,32,2,44,170,22,30,42.3
Victor Bernth Kristiansen,DEN,Leicester City,DF,22-137,28,28,"2,380",0,1,1,0,0.3,1.4,39,69,75,0.00,0.04,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,17.7,1007,77.6,16181,89.6,80.1,41.4,18,74,23,18,69,41,1.55,3,0.11,85,50,87,40,37,14,23,40,1581,113,564,711,319,15,17,47.1,47.1,800,1806,39,25,5,13,12,872,75,17,17,3,96,97,19,42,31.1
Victor Lindelöf,SWE,Manchester Utd,DF,30-289,12,4,470,0,0,1,0,0.0,0.1,1,9,1,0.00,0.00,0.00,0.02,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,196,93.8,3139,92.2,97.2,75.0,3,6,2,1,9,4,0.77,0,0.00,5,1,3,1,4,2,2,7,264,40,156,101,7,3,0,N/a,N/a,137,255,1,0,0,1,0,171,1,7,1,0,1,11,10,13,43.5
Virgil van Dijk,NED,Liverpool,DF,33-298,34,34,"3,060",2,1,3,0,2.0,0.7,18,176,6,0.06,0.03,0.06,0.02,N/a,N/a,N/a,N/a,29.2,0.21,0.08,13.6,2446,91.6,44780,96.0,95.4,67.9,12,265,6,0,176,46,1.35,4,0.12,35,17,20,9,24,13,11,52,3010,400,1203,1664,151,44,5,60.0,40.0,1682,4398,18,20,3,9,5,2063,6,15,12,0,1,108,110,45,71.0
Vitaliy Mykolenko,UKR,Everton,DF,25-338,31,31,"2,722",0,1,2,0,0.4,1.6,31,102,83,0.00,0.03,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,20.5,874,74.3,14736,88.8,74.1,45.2,20,96,37,22,102,37,1.22,3,0.10,54,32,50,25,24,9,15,36,1489,112,471,641,388,26,20,40.0,45.0,608,1416,31,26,1,20,10,753,83,20,28,3,86,77,44,36,55.0
Vitaly Janelt,GER,Brentford,MF,26-357,32,27,"2,254",1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,N/a,N/a,N/a,N/a,28.6,0.16,0.07,17.7,872,82.5,14466,90.6,85.4,55.9,14,78,23,7,80,32,1.28,3,0.12,38,22,36,15,33,9,24,27,1289,118,418,574,306,32,12,25.0,58.3,652,1278,17,18,3,16,10,814,38,24,15,1,30,107,19,11,63.3
Vladimír Coufal,CZE,West Ham,DF,32-253,18,9,865,0,0,4,0,0.2,0.6,15,32,25,0.00,0.00,0.02,0.06,N/a,N/a,N/a,N/a,25.0,0.10,0.00,16.7,363,77.7,5924,89.4,80.1,41.7,6,35,12,7,32,13,1.35,1,0.10,17,11,18,11,13,11,2,8,579,56,224,242,116,10,7,28.6,28.6,231,632,15,5,2,10,6,314,25,20,14,0,20,28,18,12,60.0
Wataru Endo,JPN,Liverpool,MF,32-082,17,0,169,0,0,0,0,0.0,0.0,0,9,2,0.00,0.00,0.00,0.01,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,90,92.8,1447,91.8,97.2,100.0,1,9,1,0,9,3,1.58,0,0.00,8,6,8,3,5,0,5,3,130,5,31,77,23,2,1,100.0,0.0,52,47,0,0,1,6,2,81,2,14,6,0,0,7,2,3,40.0
Welington,BRA,Southampton,"DF,MF",24-072,7,3,215,0,0,1,0,0.0,0.0,3,6,10,0.00,0.00,0.02,0.01,N/a,N/a,N/a,N/a,0.0,0.00,0.00,31.3,69,77.5,1098,82.9,78.0,75.0,2,5,5,4,6,6,2.51,1,0.42,13,5,12,5,3,1,2,3,131,11,46,48,40,2,4,75.0,0.0,47,116,3,3,1,6,0,55,10,3,5,0,10,10,0,2,0.0
Wes Burns,WAL,Ipswich Town,"FW,DF",30-160,18,12,926,0,1,1,0,0.5,1.6,38,8,65,0.00,0.10,0.05,0.16,N/a,N/a,N/a,N/a,14.3,0.10,0.00,18.3,153,60.5,2416,80.4,65.4,38.9,10,8,8,7,8,16,1.55,1,0.10,13,11,10,6,7,2,5,10,350,21,69,129,160,18,24,37.5,58.3,216,696,38,13,10,17,13,220,65,4,11,0,46,50,8,21,27.6
Wesley Fofana,FRA,Chelsea,DF,24-136,14,14,"1,172",0,0,7,0,0.4,0.4,19,32,4,0.00,0.00,0.03,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,10.6,724,90.2,12262,93.9,92.5,61.9,6,54,1,0,32,15,1.15,0,0.00,13,12,14,8,14,9,5,14,933,81,370,523,55,10,15,53.3,20.0,557,1614,19,12,1,16,5,665,4,24,16,0,1,54,27,12,69.2
